Name,OVR,Acceleration,Sprint Speed,Positioning,Finishing,Shot Power,Long Shots,Volleys,Penalties,Vision,Crossing,Free Kick Accuracy,Short Passing,Long Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball Control,Composure,Interceptions,Heading Accuracy,Def Awareness,Standing Tackle,Sliding Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak foot,Preferred foot,Height,Weight,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Oleksandr Andrievskyi,70,65,67,51,47,68,67,37,45,67,61,67,73,72,44,68,52,67,69,62,61,69,47,66,67,68,64,71,73,64,Mediocampista,3,Left,179,75,0,0,0,0.0,0.0
Simon Asta,70,83,80,58,35,40,32,34,28,59,69,37,75,68,52,67,74,72,65,73,68,67,48,61,61,59,70,92,69,59,Mediocampista,3,Right,178,75,0,0,0,0.0,0.0
Mathias Autret,70,60,61,71,71,72,65,64,62,71,73,69,74,73,63,71,72,78,69,70,64,53,48,26,49,40,58,55,62,55,Mediocampista,3,Right,179,71,0,0,0,0.0,0.0
Donis Avdijaj,70,81,85,68,66,71,71,71,62,68,65,59,67,62,68,73,83,81,65,72,68,26,46,19,23,19,68,77,65,72,Mediocampista,4,Right,173,69,0,0,0,0.0,0.0
Gastón Ávila,70,67,72,41,32,78,51,28,45,62,57,67,66,64,62,61,67,69,65,64,67,69,69,69,69,70,75,68,73,75,Defensor,3,Left,182,75,0,0,0,0.0,0.0
Volkan Babacan,70,49,51,17,15,50,12,14,12,53,12,12,34,29,16,14,49,50,60,19,62,27,16,22,22,15,64,31,61,29,Arquero,2,Right,192,86,70,68,67,76.0,67.0
Thierno Ballo,70,88,84,64,63,62,61,54,54,63,54,50,67,62,62,77,87,83,62,74,62,54,42,46,54,48,50,75,31,59,Delantero,3,Right,172,60,0,0,0,0.0,0.0
Fodé Ballo-Touré,70,86,77,64,49,56,52,39,53,64,71,49,72,64,68,73,70,69,71,72,63,68,58,68,71,68,78,34,70,74,Defensor,2,Left,182,70,0,0,0,0.0,0.0
Nicușor Bancu,70,81,81,68,62,79,65,55,61,63,68,55,68,67,71,68,82,72,67,68,72,61,55,63,63,62,75,90,70,72,Defensor,2,Left,178,65,0,0,0,0.0,0.0
Lucas Barcelos,70,76,76,75,74,72,66,68,68,63,62,56,56,44,61,74,73,61,73,69,57,23,57,19,16,18,76,79,74,62,Delantero,4,Right,182,82,0,0,0,0.0,0.0
Tai Baribo,70,72,72,74,74,73,68,68,71,61,36,44,60,38,56,66,72,69,68,66,71,12,66,17,31,20,77,73,71,61,Delantero,3,Right,181,79,0,0,0,0.0,0.0
Alain Baroja,70,42,42,19,13,45,12,18,25,65,13,14,26,32,13,19,32,57,71,21,33,22,15,18,15,19,63,44,66,19,Arquero,3,Right,185,80,71,67,60,66.0,74.0
David Bates,70,41,54,30,29,34,26,22,35,41,31,26,64,54,37,50,35,45,58,52,59,71,69,70,72,70,71,68,82,73,Defensor,2,Right,190,83,0,0,0,0.0,0.0
Emin Bayram,70,62,63,55,35,50,33,36,56,62,35,36,71,70,40,69,62,64,62,75,61,70,66,72,72,70,69,74,66,77,Defensor,2,Right,192,78,0,0,0,0.0,0.0
Jorge Benítez,70,69,68,70,74,73,66,58,67,63,45,53,59,56,64,70,67,58,70,69,67,19,70,23,16,16,79,71,77,49,Delantero,3,Right,182,80,0,0,0,0.0,0.0
Mateusz Bogusz,70,72,70,71,73,76,79,67,67,69,54,69,70,68,78,69,73,72,66,72,63,55,55,51,63,60,70,70,68,51,Delantero,3,Right,175,69,0,0,0,0.0,0.0
Kevin Bonifazi,70,37,33,35,30,49,30,36,44,48,34,34,64,61,41,49,39,64,68,62,69,73,71,67,76,72,66,32,70,73,Defensor,4,Right,187,85,0,0,0,0.0,0.0
Tom Bradshaw,70,76,78,73,73,68,62,69,73,46,45,37,65,45,38,62,82,82,73,68,66,20,69,30,24,31,78,80,70,48,Delantero,3,Right,178,71,0,0,0,0.0,0.0
Mattijs Branderhorst,70,40,39,4,15,50,19,18,23,40,17,15,27,28,13,17,37,41,69,27,55,10,12,11,15,13,61,28,65,21,Arquero,3,Right,192,87,71,68,66,69.0,71.0
Cameron Brannagan,70,63,64,67,67,74,68,50,77,69,65,73,72,72,72,65,73,74,69,69,70,64,53,63,64,63,63,90,64,77,Mediocampista,3,Right,180,71,0,0,0,0.0,0.0
Abel Bretones,70,73,77,66,59,72,66,55,67,59,75,62,65,63,78,67,72,58,65,66,61,66,64,62,65,66,78,81,75,81,Defensor,3,Left,188,79,0,0,0,0.0,0.0
Callum Brittain,70,78,81,61,51,52,54,42,50,61,72,48,65,62,63,68,79,73,67,66,59,64,52,64,69,64,71,75,69,69,Defensor,4,Right,179,77,0,0,0,0.0,0.0
Harrison Burrows,70,79,76,63,60,67,65,55,68,67,71,63,68,64,70,67,80,79,68,68,66,62,56,63,65,64,69,84,58,62,Defensor,3,Left,178,71,0,0,0,0.0,0.0
Erick Cabaco,70,44,43,28,42,52,34,36,32,39,38,27,63,61,36,46,58,47,68,62,66,70,70,71,68,70,70,63,78,83,Defensor,3,Right,185,84,0,0,0,0.0,0.0
Drake Callender,70,25,25,4,5,47,7,6,11,25,13,13,27,24,10,14,23,23,64,14,36,6,13,5,13,11,61,30,74,16,Arquero,1,Right,191,88,71,68,63,66.0,76.0
Cantero,70,61,58,16,12,52,14,13,25,33,19,12,35,38,25,22,69,58,61,21,43,22,18,12,12,19,75,45,75,24,Arquero,3,Left,189,82,70,70,69,70.0,71.0
Michele Castagnetti,70,58,36,55,65,83,73,70,58,61,65,68,69,68,60,66,69,76,67,68,72,72,59,63,71,70,70,78,76,70,Mediocampista,3,Left,180,71,0,0,0,0.0,0.0
Lucas Castro,70,61,51,69,62,77,70,67,68,73,68,68,74,64,75,71,72,73,73,75,78,64,68,55,69,68,70,51,67,71,Mediocampista,4,Right,182,75,0,0,0,0.0,0.0
Jens Castrop,70,84,79,63,57,50,51,49,40,69,57,45,73,69,61,72,87,79,71,73,60,66,49,59,65,67,66,79,57,86,Mediocampista,3,Right,178,76,0,0,0,0.0,0.0
Ezequiel Centurión,70,55,48,7,7,49,6,16,18,35,11,14,34,24,20,28,50,40,66,25,48,11,12,10,11,17,68,36,70,33,Arquero,2,Right,184,79,72,66,65,70.0,69.0
Eder Chaux,70,45,46,17,12,45,19,18,24,20,19,13,24,24,19,17,40,39,65,16,23,25,11,23,16,13,68,38,76,20,Arquero,3,Right,189,75,69,65,60,70.0,74.0
Pep Chavarría,70,79,84,70,48,59,41,35,46,61,68,39,66,64,63,67,74,71,68,66,59,67,59,64,65,59,77,86,73,63,Defensor,2,Left,174,72,0,0,0,0.0,0.0
Mathieu Choinière,70,70,55,67,60,64,54,60,59,68,64,58,73,70,64,72,73,71,66,72,72,62,32,64,69,60,49,88,54,35,Mediocampista,4,Right,175,68,0,0,0,0.0,0.0
Leighton Clarkson,70,71,62,66,61,72,65,66,50,74,66,71,73,71,71,67,79,82,69,73,72,61,46,59,65,62,54,70,48,57,Mediocampista,2,Right,175,66,0,0,0,0.0,0.0
Álex Collado,70,58,55,67,69,69,72,53,63,70,73,75,74,71,76,72,68,69,70,74,65,63,51,59,56,57,59,56,60,48,Mediocampista,3,Left,177,66,0,0,0,0.0,0.0
Andrea Compagno,70,53,67,74,74,71,58,73,77,54,30,53,63,42,48,59,53,36,70,68,71,27,76,29,30,22,83,76,84,70,Delantero,4,Right,195,84,0,0,0,0.0,0.0
Jairo Concha,70,70,70,66,69,70,70,54,73,75,55,66,70,68,60,68,74,68,72,72,62,66,52,52,66,59,65,75,65,55,Mediocampista,2,Right,175,69,0,0,0,0.0,0.0
Mats Møller Dæhli,70,79,49,64,55,53,57,54,56,69,51,65,73,62,62,78,91,89,69,75,68,42,30,50,50,43,56,90,56,39,Mediocampista,3,Right,172,70,0,0,0,0.0,0.0
Johan Dahlin,70,41,34,13,10,48,19,13,13,45,9,13,24,32,14,11,38,35,68,24,65,22,12,22,11,10,68,39,77,44,Arquero,3,Right,192,94,65,71,64,77.0,64.0
Kryštof Daněk,70,71,68,69,65,58,62,43,45,72,71,66,71,64,52,74,74,72,69,73,68,23,31,28,23,33,55,58,60,57,Delantero,3,Left,182,68,0,0,0,0.0,0.0
Bradley Danger,70,76,74,55,50,57,54,50,62,65,58,57,68,65,35,65,67,64,67,69,72,67,64,68,72,68,80,81,75,73,Defensor,3,Right,180,69,0,0,0,0.0,0.0
Madson,70,76,78,66,70,68,55,49,65,64,63,46,69,59,59,72,71,94,65,68,57,13,63,16,15,19,68,79,51,26,Mediocampista,3,Left,164,54,0,0,0,0.0,0.0
Del Moral,70,59,62,68,63,58,69,49,56,70,59,53,70,68,46,70,64,66,66,73,56,70,65,66,68,64,67,77,62,65,Mediocampista,3,Right,185,70,0,0,0,0.0,0.0
Juan Cruz,70,79,77,65,70,69,70,52,63,66,70,61,67,62,73,77,81,66,53,76,62,34,42,32,28,31,50,44,42,59,Mediocampista,3,Left,177,72,0,0,0,0.0,0.0
Jeremy Dudziak,70,78,63,66,60,66,60,58,59,74,69,62,72,61,73,73,87,85,68,73,71,64,55,62,68,67,69,72,58,71,Defensor,3,Left,176,70,0,0,0,0.0,0.0
George Edmundson,70,68,69,45,29,52,32,25,39,52,29,29,62,58,50,55,51,55,65,59,63,68,68,68,69,67,75,72,89,68,Defensor,3,Right,190,80,0,0,0,0.0,0.0
Victor Edvardsen,70,76,82,75,68,72,72,63,62,61,63,57,65,59,71,70,67,70,64,68,68,12,56,15,40,27,73,74,83,78,Delantero,4,Right,185,86,0,0,0,0.0,0.0
Johannes Eggestein,70,70,56,71,72,73,65,72,66,71,67,52,71,66,73,71,74,71,69,73,68,37,67,44,24,20,73,67,68,37,Delantero,4,Right,183,75,0,0,0,0.0,0.0
Kingsley Ehizibue,70,87,89,62,54,70,56,42,42,59,64,38,66,66,57,70,66,57,67,70,65,65,67,62,67,67,86,73,76,74,Mediocampista,2,Right,189,78,0,0,0,0.0,0.0
Khalid Eissa,70,51,46,8,9,44,8,9,19,50,14,11,22,21,10,12,56,53,67,20,49,13,13,12,11,11,55,27,46,18,Arquero,3,Right,179,72,71,67,58,68.0,75.0
Albin Ekdal,70,40,34,70,60,72,69,66,68,71,70,70,73,72,74,69,51,55,63,72,73,69,62,70,67,63,62,62,70,79,Mediocampista,3,Right,186,82,0,0,0,0.0,0.0
Oussama El Azzouzi,70,55,55,58,54,70,56,60,53,61,55,45,73,68,48,67,61,51,66,71,58,70,67,66,72,69,67,66,66,73,Mediocampista,3,Right,189,75,0,0,0,0.0,0.0
Farid El Melali,70,74,68,67,71,54,45,53,65,65,64,43,68,58,49,81,72,90,68,74,65,52,43,47,54,48,46,49,38,35,Mediocampista,3,Right,168,65,0,0,0,0.0,0.0
Omar Elabdellaoui,70,77,74,66,42,67,64,55,42,66,68,60,67,65,69,68,80,80,70,68,67,67,58,66,67,66,74,75,69,66,Defensor,3,Right,179,74,0,0,0,0.0,0.0
Elgezabal,70,54,50,43,47,66,40,32,68,60,40,46,69,68,36,43,53,51,65,64,62,74,65,73,68,66,72,73,76,74,Defensor,3,Right,185,74,0,0,0,0.0,0.0
Lukas Engel,70,80,83,60,59,64,52,52,50,60,66,47,66,62,56,67,68,67,63,70,63,60,61,62,65,67,75,80,65,64,Defensor,3,Left,178,72,0,0,0,0.0,0.0
Diego Fagundez,70,75,73,65,60,73,64,61,52,68,68,70,69,65,70,74,86,80,66,71,68,30,48,35,49,33,62,68,59,63,Mediocampista,3,Right,173,64,0,0,0,0.0,0.0
José Fajardo,70,66,68,73,76,64,65,65,69,52,46,45,66,59,61,65,66,67,62,70,62,26,74,35,26,23,79,65,72,60,Delantero,3,Right,180,69,0,0,0,0.0,0.0
Joan Femenías,70,25,26,7,9,42,8,9,17,33,14,11,16,25,10,10,57,38,72,11,44,14,14,7,16,11,56,25,62,19,Arquero,2,Right,183,79,70,66,56,67.0,74.0
Thiago Fernández,70,82,78,65,54,68,52,55,63,68,65,62,68,69,75,75,87,83,65,70,65,44,45,46,51,48,62,66,53,53,Mediocampista,3,Right,175,68,0,0,0,0.0,0.0
Lamine Fomba,70,64,69,61,47,67,48,44,45,62,59,45,68,63,57,69,82,72,67,71,67,70,69,67,70,67,78,84,80,68,Mediocampista,2,Right,188,68,0,0,0,0.0,0.0
Marcus Forss,70,75,73,73,73,74,60,64,70,54,56,44,59,47,44,66,60,72,70,69,65,34,62,23,48,50,75,65,70,72,Delantero,3,Right,182,76,0,0,0,0.0,0.0
Marlon Fossey,70,87,84,70,49,42,45,39,49,62,68,48,67,62,57,69,84,78,67,66,64,72,69,63,63,61,90,79,68,66,Mediocampista,3,Right,179,76,0,0,0,0.0,0.0
Christian Früchtl,70,25,23,6,11,50,8,9,13,44,10,14,29,45,15,13,26,23,62,17,22,11,11,16,10,13,56,19,63,26,Arquero,2,Left,193,88,73,68,67,66.0,71.0
Lautaro Giaccone,70,74,67,67,68,63,65,51,59,70,64,49,71,70,52,73,73,76,66,71,64,27,42,33,30,33,48,54,43,45,Mediocampista,3,Right,172,71,0,0,0,0.0,0.0
Josh Ginnelly,70,92,90,68,71,71,70,59,52,61,64,56,63,53,64,73,87,80,64,71,69,43,61,44,46,38,77,79,59,49,Delantero,4,Right,173,65,0,0,0,0.0,0.0
Zeca,70,63,66,63,54,66,58,61,54,64,62,56,73,72,65,62,65,69,70,65,75,72,58,72,72,71,62,57,57,70,Mediocampista,3,Right,182,67,0,0,0,0.0,0.0
Makhtar Gueye,70,53,71,71,71,73,61,68,72,58,49,43,59,54,47,63,47,33,66,62,62,25,81,28,29,21,89,75,91,80,Delantero,2,Right,195,90,0,0,0,0.0,0.0
Jérémy Guillemenot,70,77,80,74,71,68,67,63,73,65,63,65,68,59,66,65,67,70,67,69,61,32,67,30,42,36,77,73,66,66,Delantero,4,Right,184,75,0,0,0,0.0,0.0
Fredrik Gulbrandsen,70,82,86,71,70,74,65,63,63,59,59,53,65,51,66,71,85,83,66,70,62,38,61,40,36,32,83,83,76,70,Delantero,3,Right,176,74,0,0,0,0.0,0.0
Jostein Gundersen,70,54,56,44,43,60,38,42,42,42,42,34,66,62,36,51,59,70,70,63,65,69,68,71,70,66,74,71,80,67,Defensor,4,Right,186,82,0,0,0,0.0,0.0
Han Kook Young,70,57,59,56,45,63,61,52,56,70,58,66,68,72,62,61,60,81,61,72,63,68,57,63,68,61,68,84,74,64,Mediocampista,3,Right,183,76,0,0,0,0.0,0.0
Jesper Hansen,70,41,42,12,13,50,13,11,20,68,18,12,52,53,16,24,49,62,74,35,66,27,13,26,14,15,62,41,65,32,Arquero,3,Right,188,78,70,68,67,69.0,69.0
Kristoffer Haugen,70,79,79,64,56,71,60,54,51,63,69,66,66,62,66,63,70,61,65,66,62,64,51,65,65,64,74,84,74,60,Defensor,3,Left,188,77,0,0,0,0.0,0.0
Ryan Hedges,70,77,80,63,64,70,62,51,54,70,67,44,68,54,59,72,73,68,60,73,69,35,50,38,41,36,65,75,58,36,Mediocampista,3,Left,185,77,0,0,0,0.0,0.0
Markus Henriksen,70,53,54,65,65,72,64,60,62,66,63,58,71,70,60,65,51,47,75,70,67,71,69,70,70,64,75,82,81,68,Mediocampista,2,Right,187,85,0,0,0,0.0,0.0
Lucas Áfrico,70,42,53,34,35,62,34,35,42,38,59,58,63,58,56,51,36,38,64,58,58,68,67,72,70,68,69,60,80,87,Defensor,3,Left,185,79,0,0,0,0.0,0.0
Onel Hernández,70,85,83,68,62,74,61,62,50,67,63,52,64,52,61,73,79,83,64,71,65,17,50,40,38,17,76,66,75,78,Mediocampista,3,Right,172,76,0,0,0,0.0,0.0
Mees Hoedemakers,70,67,45,60,49,75,69,54,45,66,65,69,72,72,72,65,64,63,66,67,68,68,49,65,65,63,66,83,73,61,Mediocampista,4,Left,181,75,0,0,0,0.0,0.0
André Hoffmann,70,49,34,52,29,61,34,23,42,47,49,31,65,59,27,51,52,56,68,62,63,67,72,70,71,68,78,55,82,73,Defensor,2,Right,190,84,0,0,0,0.0,0.0
Insua,70,43,47,41,36,46,29,34,32,52,40,23,66,62,42,44,45,56,63,66,59,72,68,72,72,63,71,50,81,70,Defensor,3,Right,187,80,0,0,0,0.0,0.0
Robin Jansson,70,48,48,37,24,32,28,33,35,47,40,20,68,62,37,59,52,53,52,64,59,65,71,71,74,72,77,67,82,66,Defensor,3,Left,188,87,0,0,0,0.0,0.0
Adis Jasic,70,79,79,56,57,67,62,50,47,66,64,66,64,61,62,65,74,74,64,65,60,65,60,60,67,65,76,89,68,70,Defensor,3,Right,178,69,0,0,0,0.0,0.0
Marco John,70,68,78,44,54,60,49,48,55,64,70,66,72,68,69,72,70,70,67,72,62,71,43,66,64,66,52,64,53,51,Defensor,3,Left,184,73,0,0,0,0.0,0.0
Brian Kaltak,70,78,88,47,45,85,52,33,46,54,45,61,60,57,45,48,56,55,60,61,68,61,70,59,66,71,89,82,89,89,Defensor,2,Right,180,84,0,0,0,0.0,0.0
Marcin Kamiński,70,50,53,55,54,68,60,44,34,56,55,63,71,72,57,58,48,54,64,64,64,71,74,65,75,68,77,70,78,64,Defensor,2,Left,192,84,0,0,0,0.0,0.0
Takuro Kaneko,70,88,73,67,62,69,62,63,70,69,73,68,64,61,64,74,79,70,70,69,64,49,52,52,59,57,72,70,61,57,Delantero,3,Left,178,68,0,0,0,0.0,0.0
Kim Hyeon Ug,70,80,78,69,66,74,71,64,63,65,64,69,64,61,64,72,90,92,72,68,63,48,27,62,45,38,49,87,47,61,Delantero,4,Left,160,61,0,0,0,0.0,0.0
Kai Klefisch,70,65,61,57,48,63,48,57,41,52,48,45,70,62,42,62,66,65,67,67,63,66,64,70,71,69,76,79,78,78,Mediocampista,2,Right,188,81,0,0,0,0.0,0.0
Ermal Krasniqi,70,82,81,69,68,72,68,60,62,64,60,58,65,51,64,72,74,68,66,72,65,29,40,23,20,24,63,74,61,42,Delantero,3,Left,188,78,0,0,0,0.0,0.0
Yuya Kubo,70,71,70,75,71,68,67,58,64,67,62,70,72,67,70,69,82,76,69,72,66,64,57,61,66,58,68,76,60,72,Mediocampista,4,Right,178,73,0,0,0,0.0,0.0
Fredy,70,80,81,70,64,72,70,60,72,70,57,61,71,67,66,73,85,82,68,71,75,65,40,67,64,65,56,79,51,54,Mediocampista,3,Right,170,68,0,0,0,0.0,0.0
Dereck Kutesa,70,87,91,65,64,62,63,61,53,64,63,41,67,60,74,72,86,82,60,70,66,33,37,41,45,34,69,70,72,40,Mediocampista,3,Right,177,76,0,0,0,0.0,0.0
Ethan Laird,70,85,84,61,54,63,53,31,35,66,66,32,68,59,62,67,78,70,69,68,71,63,63,61,63,66,82,66,71,72,Defensor,3,Right,177,66,0,0,0,0.0,0.0
Kevin Lasagna,70,81,79,72,65,80,70,70,66,63,61,47,66,54,69,71,74,72,70,68,67,39,61,36,30,28,80,72,71,53,Delantero,3,Left,186,80,0,0,0,0.0,0.0
Rasmus Lauritsen,70,55,55,54,42,45,35,35,35,53,44,53,62,63,52,45,49,59,68,57,60,68,75,69,71,69,79,71,78,78,Defensor,3,Right,189,78,0,0,0,0.0,0.0
Julien Le Cardinal,70,65,67,27,27,32,37,28,36,60,69,29,68,60,44,63,56,67,72,68,66,68,69,69,72,67,75,76,75,68,Defensor,2,Right,184,74,0,0,0,0.0,0.0
Brayan León,70,83,78,75,71,69,65,66,65,60,35,48,58,49,55,63,73,76,75,68,61,11,72,14,16,11,80,75,58,48,Delantero,3,Right,175,68,0,0,0,0.0,0.0
Bruno Leyes,70,73,73,58,47,67,53,38,48,70,46,38,70,71,44,68,74,82,65,71,53,67,54,64,65,61,71,83,72,83,Mediocampista,3,Left,173,76,0,0,0,0.0,0.0
Kevin Long,70,50,47,48,29,56,27,26,32,50,38,32,59,56,38,52,54,49,66,56,66,68,72,72,70,66,77,44,80,76,Defensor,2,Right,188,83,0,0,0,0.0,0.0
Santiago Longo,70,51,56,65,42,52,52,45,53,64,61,51,70,71,46,65,56,72,67,65,67,65,65,71,72,70,69,73,74,77,Mediocampista,3,Right,173,70,0,0,0,0.0,0.0
Pedro Pereira,70,69,74,67,42,64,64,57,58,67,70,65,72,66,57,70,75,73,70,72,71,67,62,66,74,70,66,76,57,61,Mediocampista,2,Right,185,72,0,0,0,0.0,0.0
Julián López,70,72,69,62,48,55,44,46,49,65,55,45,73,64,57,72,76,54,64,71,64,63,55,67,73,68,69,75,65,73,Mediocampista,2,Right,186,75,0,0,0,0.0,0.0
Lisandro López,70,53,52,73,71,76,70,74,77,68,65,66,74,70,79,71,69,73,67,73,80,55,73,45,57,37,70,53,64,57,Delantero,4,Right,174,74,0,0,0,0.0,0.0
Seiya Maikuma,70,77,71,61,58,66,64,55,49,62,69,44,67,60,61,64,78,69,67,69,63,66,51,67,67,65,68,80,63,59,Defensor,3,Right,178,68,0,0,0,0.0,0.0
Javi Martínez,70,63,67,70,66,59,65,51,59,67,42,49,76,65,45,72,65,66,69,73,64,65,58,52,61,46,67,80,70,66,Mediocampista,4,Right,181,71,0,0,0,0.0,0.0
Ephron Mason-Clark,70,83,84,68,69,68,62,63,56,66,65,56,67,51,61,70,87,85,67,68,68,24,53,26,29,23,76,70,74,61,Mediocampista,4,Right,177,78,0,0,0,0.0,0.0
Marc Mateu,70,66,64,65,67,74,67,65,73,75,76,78,75,65,78,72,69,68,68,70,66,66,62,64,67,66,72,75,71,52,Defensor,3,Left,180,71,0,0,0,0.0,0.0
Chrislain Matsima,70,62,82,41,29,54,24,24,43,44,31,23,64,51,31,54,37,34,68,60,70,69,75,69,70,64,83,46,81,69,Defensor,3,Right,193,80,0,0,0,0.0,0.0
Alfie May,70,85,84,70,72,71,69,70,65,63,60,65,65,57,63,68,83,85,70,67,67,51,59,28,37,34,67,90,63,68,Delantero,4,Right,176,72,0,0,0,0.0,0.0
Dario Melnjak,70,68,69,80,67,68,63,64,42,61,69,51,67,58,49,68,67,66,67,69,71,64,65,62,70,69,69,74,61,68,Defensor,3,Left,179,73,0,0,0,0.0,0.0
Gideon Mensah,70,77,75,66,53,65,53,56,46,54,69,49,67,61,66,70,72,80,67,69,63,64,61,62,67,68,71,75,58,76,Defensor,2,Left,178,64,0,0,0,0.0,0.0
John Mercado,70,87,86,72,64,67,46,60,52,68,61,47,64,54,64,77,79,57,50,75,62,23,39,20,32,32,62,69,57,54,Delantero,2,Left,186,74,0,0,0,0.0,0.0
Lucas Mincarelli,70,73,68,58,49,53,51,46,48,58,66,44,68,60,60,66,67,66,69,65,64,68,59,69,72,67,64,64,52,69,Defensor,3,Left,180,65,0,0,0,0.0,0.0
Koji Miyoshi,70,81,70,62,66,63,64,70,64,70,66,66,71,63,68,70,94,92,66,73,64,43,37,44,51,47,50,56,43,55,Mediocampista,3,Left,167,62,0,0,0,0.0,0.0
Giotto Morandi,70,78,77,69,68,68,67,61,72,70,62,60,71,62,59,71,77,71,66,72,67,48,54,56,50,48,71,69,66,48,Mediocampista,3,Left,181,78,0,0,0,0.0,0.0
Yerson Mosquera,70,76,80,35,20,45,35,31,37,45,35,29,61,54,40,41,69,55,68,59,65,70,69,70,69,68,81,68,75,70,Defensor,3,Right,188,84,0,0,0,0.0,0.0
Samuele Mulattieri,70,72,71,72,73,67,65,63,53,60,49,55,66,59,62,69,68,65,66,73,62,35,67,27,38,37,75,69,70,53,Delantero,4,Right,183,77,0,0,0,0.0,0.0
Rúben Vinagre,70,82,82,70,52,64,48,47,58,65,74,59,72,66,69,76,83,78,72,74,70,64,57,63,66,65,70,57,55,66,Defensor,2,Left,174,66,0,0,0,0.0,0.0
Abdoulaye Ndiaye,70,58,69,21,24,55,22,23,46,52,28,18,63,52,46,43,42,55,68,53,65,68,71,69,75,69,78,61,76,70,Defensor,2,Left,185,75,0,0,0,0.0,0.0
Franco Negri,70,78,77,65,60,67,50,47,51,64,68,43,70,66,63,73,70,74,63,68,70,66,59,64,67,66,73,72,66,63,Defensor,3,Left,174,76,0,0,0,0.0,0.0
Kiki,70,83,84,60,41,57,49,48,57,54,67,49,64,61,64,60,63,64,67,62,61,70,58,69,65,63,76,73,68,62,Defensor,3,Left,181,76,0,0,0,0.0,0.0
Håvard Nielsen,70,60,69,67,73,73,64,69,54,69,66,39,72,63,64,71,62,63,71,71,72,54,70,45,36,33,76,76,76,66,Delantero,4,Right,187,83,0,0,0,0.0,0.0
Rúben Vezo,70,67,69,45,53,59,55,51,50,54,64,36,68,65,57,59,68,69,66,62,67,71,68,70,71,70,75,70,74,72,Defensor,2,Right,183,80,0,0,0,0.0,0.0
Christoffer Nyman,70,79,78,70,71,68,66,69,72,67,51,47,65,45,54,65,70,60,69,65,67,36,68,40,41,30,85,81,81,74,Delantero,3,Right,185,82,0,0,0,0.0,0.0
Callum O'Dowda,70,82,82,61,61,64,58,52,58,63,68,57,66,62,67,70,80,72,67,70,56,48,56,55,49,42,75,72,67,47,Mediocampista,3,Left,180,75,0,0,0,0.0,0.0
Cas Odenthal,70,53,68,25,25,54,33,46,49,44,54,32,63,59,35,58,59,67,68,63,68,68,67,67,73,71,73,67,79,69,Defensor,3,Right,190,79,0,0,0,0.0,0.0
Christian Ordoñez,70,80,85,56,39,57,44,37,44,70,50,46,71,70,45,65,75,77,65,68,57,66,55,62,68,70,72,93,63,71,Mediocampista,3,Right,177,65,0,0,0,0.0,0.0
Park Yong Woo,70,64,53,58,52,66,65,49,51,68,47,50,71,71,48,58,61,53,64,68,58,69,64,69,62,59,78,81,82,66,Mediocampista,3,Right,186,80,0,0,0,0.0,0.0
Alex Paulsen,70,47,52,18,19,53,16,16,24,56,25,23,41,45,31,26,59,52,78,43,60,14,20,13,18,16,59,45,52,21,Arquero,4,Right,193,82,68,65,70,64.0,73.0
Leonardo Pavoletti,70,36,60,78,73,72,49,80,64,56,36,40,66,48,47,59,54,60,63,65,68,27,86,45,29,27,80,35,79,77,Delantero,3,Right,188,85,0,0,0,0.0,0.0
Alisson Safira,70,67,66,73,72,78,67,63,74,53,38,45,62,51,52,65,58,60,72,70,58,31,73,19,16,14,76,72,65,51,Delantero,2,Right,185,75,0,0,0,0.0,0.0
Ronald,70,85,88,65,66,73,45,52,58,60,63,43,63,48,46,71,71,71,72,73,66,23,52,23,44,34,62,73,46,44,Mediocampista,2,Right,177,69,0,0,0,0.0,0.0
Léo Pétrot,70,64,66,45,33,30,30,35,44,42,61,38,63,48,44,54,61,55,67,61,55,69,68,70,72,73,79,69,81,67,Defensor,2,Left,188,81,0,0,0,0.0,0.0
Patrick Pflücke,70,80,76,60,64,65,62,59,63,64,67,66,69,69,71,69,85,90,65,72,65,48,31,55,46,41,46,79,40,51,Mediocampista,2,Left,170,66,0,0,0,0.0,0.0
Charles Pickel,70,64,62,62,53,65,56,59,59,66,59,50,70,67,59,67,67,67,69,68,70,68,70,62,66,59,78,92,80,71,Mediocampista,3,Right,184,76,0,0,0,0.0,0.0
Samuel Piette,70,52,64,25,25,49,20,20,43,52,39,24,71,65,49,49,64,85,64,63,60,68,63,70,72,60,71,82,76,78,Mediocampista,2,Right,171,79,0,0,0,0.0,0.0
Matt Polster,70,39,52,49,46,49,49,34,39,62,58,38,74,71,63,67,56,53,64,65,65,67,62,65,65,63,66,88,78,71,Mediocampista,3,Right,183,77,0,0,0,0.0,0.0
Adonis Preciado,70,92,87,68,63,55,36,42,60,60,68,50,64,59,49,72,73,80,69,63,63,60,50,55,39,35,65,58,47,31,Mediocampista,3,Right,175,72,0,0,0,0.0,0.0
Julián Quiñónes,70,51,58,25,21,63,41,30,35,38,32,49,62,66,28,31,46,60,61,50,55,65,78,68,67,62,87,68,94,71,Defensor,3,Right,195,85,0,0,0,0.0,0.0
