Name,Height,Weight,Position,OVR,Preferred foot,Weak foot,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Free Kick Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Def Awareness,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Anton Krivotsyuk,186,76,Defensor,70,Left,3,58,34,74,58,28,58,45,41,48,65,79,80,70,60,58,48,89,70,78,39,73,68,51,42,37,62,72,69,64,14,13,13,7.0,12.0
Stijn van Gassel,186,81,Arquero,70,Left,3,13,10,14,21,8,14,16,13,19,18,45,43,38,65,39,48,64,35,67,9,28,14,6,39,14,41,9,12,13,71,68,64,68.0,73.0
Andrey Nascimento dos Santos,176,64,Mediocampista,70,Right,3,48,59,67,76,46,76,43,40,73,73,77,73,74,62,66,55,77,66,68,48,67,50,71,73,52,56,58,70,73,5,10,15,12.0,8.0
Ricardo Alexandre Almeida Santos,196,100,Defensor,70,Right,3,35,38,69,55,29,51,40,29,44,49,70,65,34,67,34,56,77,84,94,27,70,68,39,42,38,65,70,70,68,8,14,14,9.0,16.0
Andrew Hughes,186,81,Defensor,70,Left,2,64,35,71,65,35,58,63,62,65,62,61,64,61,68,57,51,79,81,77,48,74,70,48,50,42,62,69,70,70,15,13,13,7.0,10.0
Miguel Filipe Nunes Cardoso,176,76,Mediocampista,70,Right,4,63,66,43,68,54,73,59,54,61,73,73,74,71,67,74,72,61,59,65,66,46,31,69,68,68,70,48,34,34,8,7,9,9.0,8.0
Jakub Hromada,180,76,Mediocampista,70,Right,3,58,58,59,68,51,65,49,50,65,67,69,68,78,66,74,51,72,77,74,69,84,70,67,66,46,71,67,69,66,15,14,12,15.0,14.0
Ricardo Martins Guimarães,181,75,Mediocampista,70,Right,3,42,65,61,72,33,67,44,48,70,69,69,69,68,71,68,65,74,75,74,68,73,66,67,70,41,72,66,68,65,13,14,12,6.0,7.0
George Alan Saville,182,73,Mediocampista,70,Left,3,69,67,67,70,56,67,64,68,66,70,65,61,71,72,71,66,71,85,66,68,77,69,69,72,54,64,66,70,64,7,11,12,11.0,14.0
Daniel Bachmann,191,81,Arquero,70,Right,3,14,17,12,37,16,14,18,20,42,27,50,37,40,69,44,51,69,36,75,15,35,26,13,36,31,51,14,11,11,71,67,68,68.0,72.0
Assane Diao Diaoune,185,72,Mediocampista,70,Right,4,63,73,41,62,55,71,58,54,54,74,85,84,82,68,78,65,60,64,54,72,51,30,68,62,51,59,26,30,31,7,7,12,8.0,11.0
Kenan Kodro,190,80,Delantero,70,Right,3,59,70,70,64,66,66,42,40,53,76,49,58,50,73,55,71,72,62,77,65,63,30,74,63,60,64,38,39,35,7,14,15,6.0,12.0
Abdoulie Jallow,166,62,Mediocampista,70,Left,3,60,68,30,70,58,73,67,65,68,70,80,77,88,63,91,69,43,70,30,67,59,28,65,65,50,67,33,39,35,13,13,8,6.0,14.0
Neyder Stiven Moreno Betancur,175,68,Mediocampista,70,Right,3,67,68,44,67,52,71,75,73,62,69,84,75,81,60,76,60,59,64,50,64,59,51,68,66,69,58,50,44,51,6,5,15,9.0,12.0
Victor Hugo Silva Braga,193,79,Arquero,70,Right,3,13,12,19,29,18,18,17,19,25,19,47,46,30,62,45,53,62,36,75,13,23,20,14,40,23,35,10,13,18,70,67,71,68.0,73.0
Santiago Gerardo Rojas López,189,93,Arquero,70,Right,3,13,7,14,15,6,11,10,14,20,14,25,25,36,67,42,53,47,26,46,7,26,13,7,67,17,35,5,13,13,71,68,70,69.0,70.0
Mauro Daniel Goicoechea Furia,186,82,Arquero,70,Right,2,18,16,19,26,16,14,18,23,23,18,49,52,33,69,47,50,68,37,70,20,39,22,13,27,22,65,14,23,24,67,69,67,72.0,68.0
Roony Bardghji,173,67,Delantero,70,Left,4,61,70,24,64,60,72,66,63,55,71,77,74,86,67,88,70,48,64,49,65,52,28,73,66,61,69,32,30,29,8,14,13,14.0,14.0
Leonardo Campana Romero,187,76,Delantero,70,Left,4,34,73,78,53,65,62,45,38,47,69,65,68,65,70,65,70,79,71,67,63,49,24,74,58,66,66,26,25,22,7,10,5,10.0,13.0
Chrislain Iris Aurel Matsima,193,80,Defensor,70,Right,3,31,29,75,64,24,54,31,23,51,60,62,82,38,68,34,54,83,46,81,24,69,69,41,44,43,70,69,70,64,12,8,8,6.0,11.0
Robin Jansson,188,87,Defensor,70,Left,3,40,24,71,68,33,59,37,20,62,64,48,48,52,52,53,32,77,67,82,28,66,65,37,47,35,59,71,74,72,8,11,6,15.0,8.0
Marcelo Alberto Barovero,182,74,Arquero,70,Right,3,14,13,13,36,18,18,19,19,23,12,34,33,31,66,57,47,49,32,45,17,34,16,16,51,20,64,19,16,14,68,66,63,72.0,71.0
Shahruddin Magomedaliyev,185,82,Arquero,70,Right,2,14,5,10,21,5,11,11,10,22,17,54,33,59,67,48,49,65,24,64,8,39,7,8,29,14,33,9,12,14,69,68,65,68.0,75.0
Bart Vriends,188,85,Defensor,70,Right,3,27,29,75,64,26,41,30,27,57,56,47,62,35,65,43,42,79,78,84,27,69,68,36,44,43,64,70,70,64,13,13,13,14.0,11.0
José Manuel Rodríguez Benito,189,80,Defensor,70,Left,3,48,55,68,67,72,54,36,37,67,67,57,55,65,68,52,75,72,66,74,56,77,71,34,54,48,65,70,70,69,15,11,6,14.0,12.0
Bo Kristoffer Nordfeldt,188,87,Arquero,70,Right,3,11,13,13,41,11,14,20,11,26,24,51,48,57,74,45,50,69,32,73,12,24,23,15,34,13,50,17,13,15,68,69,67,69.0,68.0
Hugo Adnan Boumous,173,72,Mediocampista,70,Right,3,67,68,58,69,57,73,68,67,66,73,76,82,90,67,78,63,72,70,65,58,79,47,68,67,65,67,31,39,38,13,9,11,13.0,15.0
George David Eric Hirst,191,81,Delantero,70,Right,3,40,70,70,65,65,64,52,39,44,68,70,79,63,66,65,71,80,70,80,63,64,24,70,57,64,67,40,35,30,13,13,13,10.0,9.0
Saberto Josué Botelho Rios,182,77,Mediocampista,70,Right,3,39,42,69,68,49,52,37,32,66,62,64,66,63,67,65,70,74,82,72,53,88,66,51,46,46,67,73,75,71,13,12,14,16.0,14.0
Jake Livermore,181,91,Mediocampista,70,Right,2,65,56,66,68,60,65,68,58,65,70,52,49,57,69,65,72,71,70,76,65,83,68,58,61,57,72,69,68,64,9,15,8,10.0,9.0
Jesper Hansen,188,78,Arquero,70,Right,3,18,13,13,52,11,24,16,12,53,35,41,42,49,74,62,50,62,41,65,13,32,27,12,68,20,66,26,14,15,70,68,67,69.0,69.0
Daniel dos Santos Penha,170,68,Mediocampista,70,Left,3,70,65,38,71,61,74,70,74,72,75,71,69,70,56,81,68,55,63,57,66,54,28,62,72,68,56,30,36,34,6,8,7,12.0,12.0
Nicolas Gavory,183,79,Defensor,70,Left,3,73,56,66,69,57,70,73,68,70,71,69,56,72,69,67,73,72,73,67,64,67,66,65,68,65,68,66,70,70,12,16,7,9.0,16.0
Hidde Willem ter Avest,182,78,Defensor,70,Right,3,68,57,63,67,32,69,62,29,65,70,68,72,65,69,65,64,74,81,72,32,66,65,61,61,44,68,66,66,67,12,12,9,7.0,9.0
Johan Dahlin,192,94,Arquero,70,Right,3,9,10,12,24,13,11,14,13,32,24,41,34,38,68,35,48,68,39,77,19,44,22,13,45,13,65,22,11,10,65,71,64,77.0,64.0
Martin Victor Cordeia Damasco,181,76,Mediocampista,70,Right,3,74,64,30,74,70,67,78,72,75,75,49,47,68,71,63,79,49,71,70,76,40,45,66,75,75,78,34,35,30,12,10,13,7.0,9.0
Jackson Gabriel Porozo Vernaza,192,84,Defensor,70,Right,2,31,29,71,56,26,37,35,35,37,54,59,79,37,65,41,40,79,63,80,26,69,72,31,28,42,62,68,71,68,8,13,8,15.0,8.0
David Petrus Wenceslaus Henri Pröpper,185,78,Mediocampista,70,Right,3,66,62,68,74,70,72,72,69,71,74,57,50,67,71,65,72,69,58,69,72,70,62,70,73,65,77,70,63,58,16,8,16,9.0,6.0
Gaëtan Charbonnier,188,80,Delantero,70,Right,3,57,74,75,71,69,70,63,59,59,76,30,33,45,73,44,72,73,54,84,70,47,28,76,74,70,73,27,43,20,11,13,11,8.0,16.0
Hyeon-Gyu Oh,185,83,Delantero,70,Right,3,48,70,73,60,62,62,53,41,45,67,73,81,71,68,74,75,80,72,83,62,80,29,72,55,64,55,38,47,43,10,6,10,10.0,11.0
Rick van Drongelen,187,85,Defensor,70,Left,4,46,24,75,63,35,47,44,49,63,58,55,64,55,62,59,28,79,55,79,24,78,67,22,55,48,56,68,70,69,14,14,8,7.0,11.0
George Ilenikhena,185,76,Delantero,70,Left,3,42,74,67,66,63,70,59,45,54,68,80,82,76,60,65,72,81,62,72,65,28,17,72,55,68,65,16,28,26,9,7,10,5.0,7.0
Erik Fernando Godoy,185,79,Defensor,70,Right,2,69,30,66,66,32,45,44,28,59,56,60,66,51,67,52,40,77,68,81,26,79,66,26,30,40,58,71,69,68,11,11,7,13.0,8.0
Juan Carlos Gustaldo,180,92,Delantero,70,Left,3,42,71,74,70,73,61,63,52,53,69,52,56,67,67,58,80,82,60,88,69,52,20,72,65,76,70,26,18,10,10,10,18,10.0,13.0
Matías Ezequiel Suárez,183,75,Delantero,70,Right,4,69,70,70,63,70,78,80,66,70,75,70,65,78,64,72,74,73,43,66,72,61,40,71,79,68,81,45,43,42,9,16,11,13.0,8.0
Afonso Gamelas De Pinho Sousa,174,64,Mediocampista,70,Right,3,59,58,47,69,54,73,69,42,67,72,77,78,72,72,80,75,57,64,47,60,58,56,72,72,59,68,55,59,56,5,14,14,14.0,7.0
Jérôme Junior Onguéné,186,78,Defensor,70,Right,3,32,33,75,68,27,53,33,38,58,60,64,74,72,65,62,63,82,50,78,29,68,69,26,32,47,62,70,69,69,8,14,12,13.0,12.0
Kennedy Kofi Boateng,191,78,Defensor,70,Right,3,42,31,71,69,41,38,33,25,51,58,66,70,54,70,56,66,81,67,76,41,70,69,28,30,36,52,66,71,69,6,8,6,14.0,10.0
Daniel Cerantola Fuzato,190,86,Arquero,70,Right,3,15,17,21,26,8,15,9,9,28,12,31,23,32,66,25,49,58,22,58,13,17,12,9,52,21,52,8,12,11,67,69,65,71.0,70.0
Stefano Scognamillo,183,79,Defensor,70,Left,4,59,38,68,62,40,56,50,39,57,57,77,75,62,67,66,65,84,70,80,43,71,65,41,55,49,66,70,72,66,10,11,15,14.0,7.0
Simon Désiré Sylvanus Deli,192,86,Defensor,70,Left,3,28,37,66,61,52,64,52,51,66,63,62,73,54,65,37,66,78,72,83,46,78,69,38,44,50,76,71,68,69,11,8,8,12.0,10.0
Leandro Chichizola,182,80,Arquero,70,Right,3,11,16,17,12,14,17,15,14,13,13,49,54,64,64,44,49,59,31,52,17,15,16,14,42,25,57,15,12,11,70,70,65,69.0,72.0
小塚 和季 Kazuki Kozuka,173,68,Mediocampista,70,Right,4,64,59,50,74,53,72,67,66,72,73,71,77,81,68,82,60,60,82,54,57,53,52,72,75,49,68,35,51,43,6,5,12,12.0,9.0
José Ángel Crespo Rincón,185,78,Defensor,70,Right,3,62,32,62,70,33,54,60,27,65,66,63,62,63,70,65,53,69,71,69,40,78,72,57,62,41,67,72,71,72,13,5,11,5.0,11.0
Nicolás Ignacio Castillo Mora,177,81,Delantero,70,Right,2,49,73,72,65,67,65,67,74,59,72,64,60,59,68,63,78,74,53,65,68,76,37,69,58,79,70,40,30,19,13,8,9,10.0,15.0
Khalid Abdul Mumin Suleman,188,79,Defensor,70,Right,4,47,32,64,68,28,62,57,26,68,65,76,78,63,65,65,52,81,70,76,28,73,69,43,48,35,64,70,70,67,13,6,10,9.0,11.0
Kastriot Imeri,178,77,Mediocampista,70,Right,4,64,73,59,72,54,76,72,68,67,74,77,76,82,68,81,76,72,70,62,75,68,57,69,69,65,61,55,59,57,13,11,11,13.0,12.0
Eder Aleixo Chaux Ospina,189,75,Arquero,70,Right,3,19,12,11,24,18,17,19,13,24,16,45,46,40,65,39,45,68,38,76,19,20,25,17,20,24,23,23,16,13,69,65,60,70.0,74.0
Marlion Rômulo Rolim Nascimento,175,70,Mediocampista,70,Right,3,58,70,54,68,59,64,62,41,65,73,62,71,72,75,78,58,57,52,54,68,60,65,74,71,55,76,34,52,46,12,12,16,7.0,8.0
Franck Cédric Tsadjout,190,75,Delantero,70,Left,3,51,70,68,59,57,68,59,44,38,70,73,79,66,65,52,74,83,68,83,66,70,18,71,46,60,61,21,35,36,10,9,14,9.0,8.0
Mattijs Branderhorst,192,87,Arquero,70,Right,3,17,15,12,27,18,17,13,15,28,27,40,39,37,69,41,50,61,28,65,19,21,10,4,40,23,55,11,15,13,71,68,66,69.0,71.0
Ignacio Pussetto,180,74,Delantero,70,Right,4,65,72,65,68,64,73,43,42,61,72,74,71,74,66,69,71,74,48,66,65,33,12,71,58,69,68,25,18,25,6,14,11,11.0,10.0
Fousseni Diabaté,175,60,Delantero,70,Left,2,63,60,59,64,68,78,61,43,56,68,87,87,89,63,81,66,63,62,42,61,34,20,64,58,67,60,20,21,22,9,12,7,12.0,7.0
Abdoulaye Bamba,182,72,Defensor,70,Right,3,66,28,67,64,49,59,57,49,63,67,68,66,72,68,64,50,71,65,65,52,64,68,57,58,38,59,67,72,69,14,13,8,7.0,8.0
Patryk Kun,165,54,Mediocampista,70,Right,3,65,49,51,66,34,68,63,62,64,67,92,90,91,62,93,51,59,84,36,43,75,63,63,64,40,67,62,58,57,7,12,6,9.0,14.0
Assan Torrez Ceesay,188,75,Delantero,70,Left,3,55,72,69,64,68,66,57,45,52,62,87,82,75,68,75,70,82,66,68,70,66,17,72,58,61,68,37,30,28,7,8,8,14.0,13.0
Juan Brandariz Movilla,185,75,Defensor,70,Right,3,38,30,69,68,33,51,34,36,57,67,50,52,38,68,57,47,69,56,72,36,72,69,34,50,50,62,71,73,72,7,14,9,11.0,14.0
Gianfranco Chávez Massoni,180,74,Defensor,70,Right,2,31,24,65,63,21,48,28,30,49,68,63,58,53,65,61,29,73,72,73,34,71,75,28,46,31,63,75,69,65,14,8,11,12.0,14.0
Georgios Vagiannidis,181,68,Defensor,70,Right,3,66,42,56,65,41,61,56,45,61,66,81,78,73,67,71,56,71,77,59,46,68,63,63,61,42,56,63,67,66,14,15,13,10.0,8.0
Sebastian Alexander Jung,179,72,Defensor,70,Right,4,75,40,59,68,44,66,68,45,66,70,66,67,68,64,73,72,68,55,67,54,78,71,54,60,44,72,72,69,67,11,10,8,8.0,12.0
Tomás Romano Pereira Santos Händel,180,73,Mediocampista,70,Left,3,65,52,55,76,55,72,60,53,70,74,74,68,73,71,72,59,69,74,63,54,60,65,55,64,69,70,69,68,66,6,7,13,14.0,12.0
Scott Wright,175,65,Mediocampista,70,Right,3,64,60,37,66,40,74,57,56,62,69,88,90,84,65,78,64,51,69,39,61,53,23,64,62,56,68,27,31,28,10,14,10,7.0,16.0
Kevin N'Doram,184,76,Mediocampista,70,Right,2,50,43,64,69,41,67,50,29,64,68,64,61,66,67,59,60,76,73,79,48,75,68,63,61,56,69,67,71,67,11,12,14,9.0,12.0
Boško Šutalo,188,72,Defensor,70,Right,3,62,38,66,65,30,61,41,29,58,64,62,60,73,67,52,68,70,59,69,40,72,75,38,42,47,57,75,72,68,13,14,14,11.0,5.0
Alfredo Donnarumma,180,73,Delantero,70,Right,3,54,72,71,65,70,69,65,60,53,70,75,78,78,65,70,74,78,75,63,69,40,29,70,55,76,70,28,36,37,14,11,8,9.0,15.0
Rúben Daniel Bentancourt Morales,184,80,Delantero,70,Right,3,56,76,77,55,73,58,55,57,48,68,77,74,79,59,57,71,86,74,69,62,53,46,74,55,72,61,35,14,12,7,7,13,14.0,6.0
Elton Matheus Bessa Acuna,165,62,Delantero,70,Left,3,40,71,61,61,75,73,76,64,43,75,85,87,87,78,87,62,60,70,30,63,42,26,77,65,59,79,30,25,29,12,9,11,12.0,8.0
Marc Gual Huguet,184,73,Delantero,70,Right,3,48,74,64,64,66,69,65,54,45,74,73,82,65,61,66,68,75,73,70,69,36,19,71,58,69,63,18,14,15,6,8,8,10.0,12.0
Makhtar Gueye,195,90,Delantero,70,Right,2,49,71,81,59,68,63,47,43,54,62,53,71,47,66,33,73,89,75,91,61,76,25,71,58,72,62,28,29,21,14,10,15,5.0,7.0
Kévin Théophile-Catherine,183,86,Defensor,70,Right,3,57,43,63,72,37,65,66,51,70,67,77,67,72,64,72,60,82,68,78,57,81,66,48,57,45,64,66,75,67,9,6,6,9.0,11.0
David Brekalo,186,88,Defensor,70,Right,3,30,25,71,64,28,61,29,30,58,64,74,73,48,65,63,35,88,83,85,22,68,67,21,40,39,69,70,68,68,9,10,11,14.0,14.0
David Timor Copoví,185,80,Mediocampista,70,Left,3,61,55,59,73,53,68,78,81,72,71,38,35,44,65,60,82,64,74,77,78,78,66,59,72,69,71,67,70,68,8,8,6,16.0,13.0
Gastón Gómez,190,99,Arquero,70,Right,2,13,5,23,30,9,22,22,10,31,27,34,32,33,67,44,53,69,35,77,6,31,22,9,48,19,47,20,21,20,70,65,71,71.0,72.0
Cristian Ariel Colmán Ortíz,185,79,Delantero,70,Right,4,39,70,77,56,64,60,62,49,40,68,70,79,73,69,77,72,87,58,80,62,78,20,68,64,67,65,35,23,29,5,9,6,8.0,8.0
Edvin Kurtulus,185,75,Defensor,70,Right,3,55,32,70,64,38,64,53,42,59,62,75,79,68,62,69,53,79,78,71,37,64,70,58,56,39,67,67,74,72,12,14,12,7.0,6.0
Wylan Cyprien,180,79,Mediocampista,70,Right,3,70,65,64,72,64,71,73,70,71,73,64,64,70,66,72,75,74,68,75,70,72,67,69,70,76,76,71,67,64,8,16,8,11.0,14.0
Felix Agu,180,67,Defensor,70,Right,3,63,46,67,68,52,74,61,31,44,71,87,79,86,71,85,41,70,74,45,51,65,65,64,65,40,62,62,58,62,11,15,10,12.0,10.0
Johannes Handl,196,86,Defensor,70,Right,4,33,23,78,55,31,39,31,22,46,52,46,64,41,66,32,45,83,65,90,32,64,68,22,41,34,52,68,69,68,11,9,12,10.0,5.0
Gaëtan Coucke,187,83,Arquero,70,Right,3,8,6,13,34,8,13,12,11,38,18,40,37,46,66,34,51,58,31,58,4,24,10,5,41,15,32,15,11,14,72,69,68,65.0,72.0
Gonzalo Rodrigo Carneiro Méndez,194,85,Delantero,70,Left,3,40,72,69,70,75,71,65,67,45,70,63,78,69,64,61,70,77,65,80,63,59,18,66,65,66,52,12,23,48,11,7,13,12.0,12.0
Murray Wallace,188,75,Defensor,70,Left,2,58,21,70,63,21,57,34,24,58,61,53,60,55,67,54,45,74,78,79,24,67,68,57,44,34,59,69,72,69,10,11,16,9.0,7.0
Lautaro Darío Giaccone,172,71,Mediocampista,70,Right,3,64,68,42,71,51,73,52,49,70,71,74,67,73,66,76,63,48,54,43,65,45,27,67,70,59,64,33,30,33,5,7,6,9.0,14.0
Henrique Pereira Araújo,182,78,Delantero,70,Right,2,47,70,69,62,61,66,69,42,48,68,73,68,50,72,67,74,79,67,75,64,59,14,72,61,69,58,21,27,21,8,8,11,9.0,10.0
Josué Humberto Gonçalves Leal Sá,187,79,Defensor,70,Right,3,32,34,70,64,33,63,42,31,64,67,52,54,62,70,59,48,65,74,77,27,70,69,40,34,40,68,71,70,68,16,11,11,13.0,16.0
Timo Baumgartl,192,90,Defensor,70,Right,4,33,28,72,70,28,45,33,31,68,61,56,59,45,69,35,61,78,64,78,33,68,71,32,55,34,68,67,73,67,13,15,14,16.0,11.0
Abdullah Mohammed Al khaibari,175,75,Mediocampista,70,Right,3,54,35,53,73,38,67,44,39,66,66,74,62,65,66,74,57,68,79,67,47,71,66,53,64,40,62,69,71,67,6,13,15,9.0,12.0
Toni Borevković,194,86,Defensor,70,Right,3,31,26,70,65,31,43,34,30,58,56,39,52,31,63,38,40,71,67,84,28,67,71,27,28,44,58,70,71,69,15,14,13,9.0,10.0
Philipp Sander,185,76,Mediocampista,70,Right,3,62,53,62,74,49,70,62,50,70,72,72,62,74,67,75,62,72,76,65,59,59,63,61,73,39,66,62,64,58,15,6,6,7.0,11.0
Yerson Mosquera Valdelamar,188,84,Defensor,70,Right,3,35,20,69,61,31,41,40,29,54,59,76,80,69,68,55,45,81,68,75,35,70,70,35,45,37,65,70,69,68,8,7,8,10.0,8.0
Hassan Kadesh Mahboob,178,71,Defensor,70,Left,3,62,43,78,65,35,60,51,55,69,64,74,76,71,66,60,61,91,87,81,53,61,68,60,57,40,53,65,71,68,15,11,7,15.0,10.0
Douglas Arthur Silbeira Martins,178,78,Delantero,70,Right,3,58,74,75,66,64,75,59,53,42,66,65,63,42,69,68,71,79,35,72,77,52,23,62,60,75,73,14,33,30,11,14,15,12.0,13.0
Andrea Masiello,185,85,Defensor,70,Right,4,58,40,71,66,52,57,47,35,65,66,45,48,56,65,53,63,71,57,71,44,74,70,45,49,31,75,75,70,67,14,7,12,12.0,12.0
Michele Castagnetti,180,71,Mediocampista,70,Left,3,65,65,59,69,70,66,60,68,68,68,61,48,66,67,72,85,70,73,74,73,70,72,55,61,58,72,63,71,70,7,6,9,8.0,14.0
Matías Nicolás Marín Vega,170,68,Mediocampista,70,Left,3,54,67,31,72,37,72,57,60,71,71,67,67,70,63,88,48,37,60,31,70,43,23,67,73,54,55,28,25,30,15,8,15,11.0,6.0
Antonio Candela,184,72,Defensor,70,Right,3,69,50,60,63,53,65,66,50,60,66,81,82,70,66,61,64,79,72,71,52,67,67,55,60,52,61,66,68,65,10,11,13,13.0,8.0
Adrien-Mehdi Monfray,185,76,Defensor,70,Right,3,56,44,66,65,32,61,41,43,65,62,59,68,75,66,64,69,77,88,84,61,72,69,34,63,37,62,67,70,68,10,14,15,11.0,8.0
Charles Monginda Pickel,184,76,Mediocampista,70,Right,3,59,53,70,70,59,67,59,50,67,68,65,65,67,69,65,65,78,86,78,56,71,68,62,66,59,70,62,66,59,10,7,15,13.0,8.0
Ola Brynhildsen,175,70,Delantero,70,Right,3,60,73,57,66,59,71,61,52,58,71,86,84,82,67,82,72,73,82,59,64,68,49,71,66,59,71,43,51,53,7,14,5,6.0,11.0
Eloy Victor Room,189,81,Arquero,70,Right,3,20,16,11,42,18,12,13,12,45,27,46,44,47,70,46,50,63,34,65,12,27,14,9,58,37,60,17,17,13,73,68,66,66.0,71.0
James Mcatee,180,72,Mediocampista,70,Left,3,57,64,42,71,53,74,67,56,67,76,75,69,72,68,53,66,60,69,62,62,43,33,64,66,58,65,44,42,43,12,6,6,10.0,11.0
Túlio Sebastião Sandoiro Baumer,186,82,Delantero,70,Right,3,57,71,66,64,75,74,67,68,58,75,66,62,67,73,57,73,77,65,79,70,60,37,65,66,70,71,18,33,36,8,8,10,12.0,12.0
Mickaël Nade,188,80,Defensor,70,Left,2,34,28,68,55,31,44,35,28,41,58,32,35,41,69,68,39,71,74,91,23,74,70,38,42,39,64,69,71,67,5,13,8,7.0,8.0
Nicolas N'Koulou,184,78,Defensor,70,Right,3,58,33,71,64,64,59,37,28,63,62,46,50,50,68,73,58,72,42,75,46,75,71,54,63,50,78,70,71,72,6,7,6,15.0,7.0
Héctor José Hernández Marrero,180,75,Delantero,70,Right,3,42,78,70,63,65,65,64,40,44,68,66,64,67,68,70,66,71,59,65,65,32,24,74,54,72,62,38,15,15,16,10,15,6.0,13.0
Bruno Alejandro Pittón,177,74,Defensor,70,Left,2,71,66,68,72,71,59,76,64,69,67,72,70,71,67,75,70,71,82,59,59,52,65,70,64,58,70,58,69,59,10,11,5,9.0,8.0
Bruno Duarte da Silva,183,80,Delantero,70,Right,3,59,72,75,66,69,67,60,42,54,68,68,69,69,68,67,69,72,74,72,61,62,20,71,62,68,63,15,27,24,12,15,6,8.0,9.0
Daniel Anthony Johnson,174,67,Mediocampista,70,Left,3,69,67,40,72,57,68,72,65,66,71,75,69,79,68,83,70,60,76,65,65,49,58,72,71,78,78,55,56,49,13,8,11,16.0,10.0
Igor Rossi Branco,189,80,Defensor,70,Left,2,44,25,75,63,27,51,43,32,64,61,43,37,32,64,36,43,77,79,84,26,73,67,34,51,46,63,70,70,69,16,13,15,15.0,9.0
Johannes Eggestein,183,75,Delantero,70,Right,4,67,72,67,71,72,71,73,52,66,73,63,55,74,69,71,73,71,67,68,65,37,37,71,71,66,68,44,24,20,14,10,8,7.0,15.0
Anthony Mandrea,186,78,Arquero,70,Right,2,13,17,15,28,16,16,14,20,19,18,41,49,33,63,55,47,61,28,61,14,23,19,15,15,23,51,12,19,21,71,64,63,71.0,74.0
Federico Bonazzoli,182,79,Delantero,70,Left,2,61,71,70,67,75,73,68,53,63,73,72,68,70,70,54,73,76,53,69,68,43,26,74,55,70,66,21,22,29,8,13,10,8.0,7.0
Kasey Palmer,181,68,Mediocampista,70,Right,4,66,63,57,72,61,74,71,70,69,70,68,64,77,65,77,68,73,54,77,66,76,44,67,72,57,71,48,63,63,7,16,9,11.0,16.0
Benjamin Tetteh,193,91,Delantero,70,Right,3,54,68,71,65,60,72,54,43,52,70,70,80,65,64,54,75,87,68,88,58,70,24,70,64,63,63,28,24,25,10,9,6,10.0,12.0
Boris Radunović,194,84,Arquero,70,Right,3,15,19,15,32,13,17,15,15,34,26,38,42,46,63,41,51,65,32,72,15,29,22,13,35,22,54,20,13,14,73,65,68,68.0,75.0
Finn Isaac Azaz,185,73,Mediocampista,70,Right,2,65,67,52,71,59,72,67,55,66,71,72,76,77,67,80,72,67,75,65,68,56,59,66,71,56,68,56,59,51,11,15,9,6.0,12.0
Aitor Sanz Martín,181,71,Mediocampista,70,Right,4,64,61,42,65,55,69,71,72,68,68,63,43,66,70,74,74,60,72,74,63,70,72,68,73,69,67,71,68,67,14,11,12,9.0,16.0
Anuar Mohamed Tuhami,174,71,Mediocampista,70,Right,3,61,67,58,70,51,70,64,47,65,68,79,77,85,75,85,62,70,88,59,68,64,74,71,69,51,58,62,69,59,12,8,7,14.0,8.0
Sean Nealis,194,79,Defensor,70,Right,3,25,32,74,53,26,45,25,25,41,50,60,76,56,64,45,42,84,84,87,22,75,64,32,35,34,50,67,72,65,12,14,15,7.0,12.0
Simon Fredrik Hedlund,173,66,Delantero,70,Right,4,64,61,46,66,57,67,65,61,55,67,87,89,83,71,83,65,66,79,55,56,76,33,71,71,47,64,31,21,24,13,11,14,10.0,8.0
Alexander Thomas Jeremejeff,192,82,Delantero,70,Right,3,53,74,73,66,61,62,60,44,54,68,65,69,54,68,40,66,85,68,86,59,36,18,75,70,76,69,33,21,17,6,12,10,12.0,9.0
Kevin Lasagna,186,80,Delantero,70,Left,3,66,61,64,66,70,68,69,47,59,68,79,84,76,70,72,82,80,72,73,72,53,39,75,63,66,61,36,30,28,8,14,13,15.0,15.0
Martin Frýdek,179,75,Defensor,70,Left,4,73,62,63,68,60,63,74,75,70,66,70,70,73,67,74,74,72,85,70,69,67,66,62,63,67,70,62,63,62,6,7,8,9.0,6.0
Gerasimos Mitoglou,195,88,Defensor,70,Right,3,40,30,67,65,28,34,37,28,61,50,58,62,60,67,63,40,77,80,83,25,82,64,26,37,37,60,69,71,69,8,10,10,14.0,9.0
Diego Santiago Fagúndez Pepe,173,64,Mediocampista,70,Right,3,68,60,48,69,61,74,70,70,65,71,75,73,86,66,80,75,61,68,56,64,63,30,66,70,52,68,35,49,33,6,11,7,14.0,8.0
Aleksandar Radovanović,189,83,Defensor,70,Left,2,31,27,72,68,27,43,33,32,60,63,46,35,34,60,43,34,77,66,84,28,75,66,25,38,38,65,67,73,69,7,12,14,7.0,13.0
Carlo Johan Holse Justesen,177,68,Mediocampista,70,Left,3,66,64,35,68,55,69,67,62,61,70,80,77,88,65,91,64,61,82,62,65,58,57,66,69,56,64,54,55,52,6,8,10,12.0,6.0
